id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
494741,SYR-2023-1-11973-381,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-05,Dea*th toll update | Eight kil*led and 30 injured in ground shelling by regime forces on Idlib""",SOHR,2023-10-05,Dea*th toll update | Eight kil*led and 30 injured in ground shelling by regime forces on Idlib,SOHR,2,Idlib town,outskirts of Idlib City,Idlib governorate,Markaz Idlib district,35.930620,36.633930,POINT (36.63393 35.93062),181154,Syria,652,Middle East,1,1,2023-10-05 00:00:00.000,2023-10-05 00:00:00.000,0,0,1,0,1,1,1,652,
494869,SYR-2023-1-11973-384,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-05,Daily death toll | 138 persons killed on October 6 across Syria""",SOHR,2023-10-05,Daily death toll | 138 persons killed on October 6 across Syria,SOHR,1,Mozra village,Al-Mozara Village in Jabal Al-Zawiyah,Idlib governorate,Ariha district,35.660295,36.436660,POINT (36.43666 35.660295),181153,Syria,652,Middle East,1,1,2023-10-05 00:00:00.000,2023-10-05 00:00:00.000,0,0,1,0,1,1,1,652,
494871,SYR-2023-1-11973-385,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-05,Daily death toll | 138 persons killed on October 6 across Syria""",SOHR,2023-10-05,Daily death toll | 138 persons killed on October 6 across Syria,SOHR,1,Jisr ash Shughur town,Jisr Al-Shughour City in western Idlib,Idlib governorate,Jisr ash Shughur district,35.814260,36.320620,POINT (36.32062 35.81426),181153,Syria,652,Middle East,1,1,2023-10-05 00:00:00.000,2023-10-05 00:00:00.000,0,0,1,0,1,1,1,652,
494744,SYR-2023-1-11973-383,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-05,Hama | Child kil*led in an attack by H*T*S with missiles on regime positions""",SOHR,2023-10-05,Hama | Child kil*led in an attack by H*T*S with missiles on regime positions,SOHR,1,Jurin town,Jurin Village in western Hama countryside,Hamah governorate,As Suqaylibiyah district,35.616513,36.268381,POINT (36.268381 35.616513),181153,Syria,652,Middle East,1,1,2023-10-05 00:00:00.000,2023-10-05 00:00:00.000,0,0,1,0,1,1,1,652,
495233,SYR-2023-1-11973-413,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-11,Civilian kil*led in Idlib | Regime soldier kil*led by shelling of “Al-Fath Al-Mubin” on Aleppo""",SOHR,2023-10-11,Civilian kil*led in Idlib | Regime soldier kil*led by shelling of “Al-Fath Al-Mubin” on Aleppo,SOHR,1,Afes town,Afis Town in Idlib countryside,Idlib governorate,Markaz Idlib district,35.906374,36.801319,POINT (36.801319 35.906374),181154,Syria,652,Middle East,1,1,2023-10-05 00:00:00.000,2023-10-05 00:00:00.000,0,0,1,0,1,1,1,652,
495007,SYR-2023-1-11973-386,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-06,Russian airstrikes | Child killed in Jisr Al-Shughour countryside""",SOHR,2023-10-06,Russian airstrikes | Child killed in Jisr Al-Shughour countryside,SOHR,2,Jisr ash Shughur town,Jaftalek Haj Mahmoud village to the north of Jisr Al-Shughour city,Idlib governorate,Jisr ash Shughur district,35.814260,36.320620,POINT (36.32062 35.81426),181153,Syria,652,Middle East,1,1,2023-10-06 00:00:00.000,2023-10-06 00:00:00.000,0,0,1,0,1,1,1,652,
495008,SYR-2023-1-11973-387,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-06,Artillery fire | Two members of Turkish special forces killed in military base in Aleppo countryside""",SOHR,2023-10-06,Artillery fire | Two members of Turkish special forces killed in military base in Aleppo countryside,SOHR,2,Dabiq town,Dabiq base in Aleppo countryside,Aleppo governorate,Mintaqat Azaz district,36.538648,37.267985,POINT (37.267985 36.538648),182595,Syria,652,Middle East,1,1,2023-10-06 00:00:00.000,2023-10-06 00:00:00.000,0,2,0,0,2,2,2,652,
495009,SYR-2023-1-11973-388,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-06,Rebel bombardment | Three civilians killed and injured in Jurin town""",SOHR,2023-10-06,Rebel bombardment | Three civilians killed and injured in Jurin town,SOHR,1,Jurin town,Jurin town in Sahl Al-Ghab in north-western Hama,Hamah governorate,As Suqaylibiyah district,35.616513,36.268381,POINT (36.268381 35.616513),181153,Syria,652,Middle East,1,1,2023-10-06 00:00:00.000,2023-10-06 00:00:00.000,0,0,1,0,1,1,1,652,
495010,SYR-2023-1-11973-389,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-06,Raising the number of civilian fatalities to 15 in 24 hours | Regime bombardment on HTS-held areas in Idlib and Aleppo kills and injures 12 civilians""",SOHR,2023-10-06,Raising the number of civilian fatalities to 15 in 24 hours | Regime bombardment on HTS-held areas in Idlib and Aleppo kills and injures 12 civilians,SOHR,1,Darat Izzah town,Darat Izza city in north-western Aleppo,Aleppo governorate,Jabal Saman district,36.282470,36.852160,POINT (36.85216 36.28247),181874,Syria,652,Middle East,1,1,2023-10-06 00:00:00.000,2023-10-06 00:00:00.000,0,0,4,0,4,4,4,652,
495011,SYR-2023-1-11973-390,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-06,Raising the number of civilian fatalities to 15 in 24 hours | Regime bombardment on HTS-held areas in Idlib and Aleppo kills and injures 12 civilians""",SOHR,2023-10-06,Raising the number of civilian fatalities to 15 in 24 hours | Regime bombardment on HTS-held areas in Idlib and Aleppo kills and injures 12 civilians,SOHR,1,Mantaf village,Mantaf village in Idlib countryside,Idlib governorate,Ariha district,35.778400,36.651810,POINT (36.65181 35.7784),181154,Syria,652,Middle East,1,1,2023-10-06 00:00:00.000,2023-10-06 00:00:00.000,0,0,1,0,1,1,1,652,
495012,SYR-2023-1-11973-391,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-06,I*E*D expl*osion | Two members of Fifth Legion kil*led and a child injured in Daraa Al-Balad""",SOHR,2023-10-06,I*E*D expl*osion | Two members of Fifth Legion kil*led and a child injured in Daraa Al-Balad,SOHR,1,Daraa town,Daraa Al-Balad neighborhood in Daraa town,Daraa governorate,Markaz Daraa district,32.618890,36.102130,POINT (36.10213 32.61889),176833,Syria,652,Middle East,1,1,2023-10-06 00:00:00.000,2023-10-06 00:00:00.000,2,0,0,0,2,2,2,652,
495016,SYR-2023-1-11973-392,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-06,Exchanged attacks | Two regime soldiers kil*led and one injured by “Luwaa Abi Bakr Al-Siddek” of H*T*S in Idlib""",SOHR,2023-10-06,Exchanged attacks | Two regime soldiers kil*led and one injured by “Luwaa Abi Bakr Al-Siddek” of H*T*S in Idlib,SOHR,2,Mallajah village,Al-Malaja frontline in Idlib,Idlib governorate,Maarat al-Numaan district,35.592090,36.494740,POINT (36.49474 35.59209),181153,Syria,652,Middle East,1,1,2023-10-06 00:00:00.000,2023-10-06 00:00:00.000,2,0,0,0,2,2,2,652,
495018,SYR-2023-1-11973-393,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-06,Military escalation | Five people including children kil*led in Tarmanin in Idlib""",SOHR,2023-10-06,Military escalation | Five people including children kil*led in Tarmanin in Idlib,SOHR,1,Turmanin town,Tarmanin Town in northern Idlib countryside,Idlib governorate,Harim district,36.228630,36.815600,POINT (36.8156 36.22863),181874,Syria,652,Middle East,1,1,2023-10-06 00:00:00.000,2023-10-06 00:00:00.000,0,0,5,0,5,5,5,652,
495019,SYR-2023-1-11973-394,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-06,Ongoing Turkish escalation | Young man di*es affected by wounds in drone attack in Tel Habash Village""",SOHR,2023-10-06,Ongoing Turkish escalation | Young man di*es affected by wounds in drone attack in Tel Habash Village,SOHR,2,Amude town,Tel Habash Village southern of Amouda in Al-Qamishly countryside,Al Hasakah governorate,Al Qamishli district,37.104170,40.930000,POINT (40.93 37.10417),183322,Syria,652,Middle East,1,1,2023-10-06 00:00:00.000,2023-10-06 00:00:00.000,0,0,1,0,1,1,1,652,
495156,SYR-2023-1-11973-404,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-08,Dea*th toll update | Number of martyrs kil*led by regime ground forces rises to seven in “Putin-Erdogan” area""",SOHR,2023-10-08,Dea*th toll update | Number of martyrs kil*led by regime ground forces rises to seven in “Putin-Erdogan” area,SOHR,1,Majdaliya village,Majdalya Village in southern Idlib countryside,Idlib governorate,Ariha district,35.830368,36.681574,POINT (36.681574 35.830368),181154,Syria,652,Middle East,1,1,2023-10-06 00:00:00.000,2023-10-06 00:00:00.000,0,0,1,0,1,1,1,652,
495075,SYR-2023-1-11973-397,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-07,Old ordnance | Landmine explosion kills child and injuries another in Deir Ezzor countryside""",SOHR,2023-10-07,Old ordnance | Landmine explosion kills child and injuries another in Deir Ezzor countryside,SOHR,2,Tayyani village,near Al-Tayanah town in eastern Deir Ezzor countryside,Deir ez Zor governorate,Al Mayadin district,34.978390,40.541490,POINT (40.54149 34.97839),179722,Syria,652,Middle East,1,1,2023-10-07 00:00:00.000,2023-10-07 00:00:00.000,0,0,0,0,0,1,0,652,
495079,SYR-2023-1-11973-398,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-07,New assassination | Man working for military intelligence service shot dead by unknown gunmen in Daraa’s Da’el""",SOHR,2023-10-07,New assassination | Man working for military intelligence service shot dead by unknown gunmen in Daraa’s Da’el,SOHR,1,Dael town,Da’el city in Daraa countryside,Daraa governorate,Markaz Daraa district,32.753900,36.130000,POINT (36.13 32.7539),176833,Syria,652,Middle East,1,1,2023-10-07 00:00:00.000,2023-10-07 00:00:00.000,1,0,0,0,1,1,1,652,
495082,SYR-2023-1-11973-399,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-07,Using internationally prohibited incendiary material | Regime forces shell positions in Aleppo and Idlib countryside, killing elderly man""",SOHR,2023-10-07,"Using internationally prohibited incendiary material | Regime forces shell positions in Aleppo and Idlib countryside, killing elderly man",SOHR,1,Darat Izzah town,Darat Izza city in the western countryside of Aleppo,Aleppo governorate,Jabal Saman district,36.282470,36.852160,POINT (36.85216 36.28247),181874,Syria,652,Middle East,1,1,2023-10-07 00:00:00.000,2023-10-07 00:00:00.000,0,0,1,0,1,1,1,652,
495087,SYR-2023-1-11973-400,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-07,Ongoing military escalation | Five children among nine civilians killed and wounded in regime artillery fire on towns in southern Idlib""",SOHR,2023-10-07,Ongoing military escalation | Five children among nine civilians killed and wounded in regime artillery fire on towns in southern Idlib,SOHR,1,Ariha town,Ariha city in the southern countryside of Idlib,Idlib governorate,Ariha district,35.812335,36.610978,POINT (36.610978 35.812335),181154,Syria,652,Middle East,1,1,2023-10-07 00:00:00.000,2023-10-07 00:00:00.000,0,0,2,0,2,2,2,652,
495089,SYR-2023-1-11973-401,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-07,Daily death toll | 22 persons killed on October 7 across Syria""",SOHR,2023-10-07,Daily death toll | 22 persons killed on October 7 across Syria,SOHR,1,Al Atarib town,Al-Atarib city in west Aleppo countryside,Aleppo governorate,Atarib district,36.138950,36.824990,POINT (36.82499 36.13895),181874,Syria,652,Middle East,1,1,2023-10-07 00:00:00.000,2023-10-07 00:00:00.000,0,0,1,0,1,1,1,652,
495090,SYR-2023-1-11973-402,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-07,Daily death toll | 22 persons killed on October 7 across Syria""",SOHR,2023-10-07,Daily death toll | 22 persons killed on October 7 across Syria,SOHR,1,Ihsim town,Ihsim town in Jabal Al-Zawiyah in the southern countryside of Idlib,Idlib governorate,Ariha district,35.720780,36.556310,POINT (36.55631 35.72078),181154,Syria,652,Middle East,1,1,2023-10-07 00:00:00.000,2023-10-07 00:00:00.000,0,0,1,0,1,1,1,652,
495058,SYR-2023-1-11973-395,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-07,Rocket attack | Three civilians killed and wounded in bombardment by HTS on surroundings of Al-Qardaha""",SOHR,2023-10-07,Rocket attack | Three civilians killed and wounded in bombardment by HTS on surroundings of Al-Qardaha,SOHR,2,Latakia town,Al-Ruwaymiyah village in Latakia countryside,Latakia governorate,Latakia district,35.531683,35.790106,POINT (35.790106 35.531683),181152,Syria,652,Middle East,1,1,2023-10-07 00:00:00.000,2023-10-07 00:00:00.000,0,0,2,0,2,2,2,652,
495072,SYR-2023-1-11973-396,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-07,“De-escalation” zone | Seven civilians killed in regime artillery fire and Russian fighter jets renew their attacks on the region""",SOHR,2023-10-07,“De-escalation” zone | Seven civilians killed in regime artillery fire and Russian fighter jets renew their attacks on the region,SOHR,1,Idlib town,Idlib city,Idlib governorate,Markaz Idlib district,35.930620,36.633930,POINT (36.63393 35.93062),181154,Syria,652,Middle East,1,1,2023-10-07 00:00:00.000,2023-10-07 00:00:00.000,0,0,2,1,3,3,3,652,
495159,SYR-2023-1-11973-405,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-08,Ongoing assas*sinations | Non-commissioned officer shot de*ad by unidentified gu*nmen in Daraa""",SOHR,2023-10-08,Ongoing assas*sinations | Non-commissioned officer shot de*ad by unidentified gu*nmen in Daraa,SOHR,1,Mahajjah town,Mahja Town in northern of Daraa,Daraa governorate,Izra district,32.956500,36.220090,POINT (36.22009 32.9565),176833,Syria,652,Middle East,1,1,2023-10-08 00:00:00.000,2023-10-08 00:00:00.000,1,0,0,0,1,1,1,652,
495152,SYR-2023-1-11973-403,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-08,In non-final toll | Two children and two women killed in violent ground bombardment by regime forces on Idlib city""",SOHR,2023-10-08,In non-final toll | Two children and two women killed in violent ground bombardment by regime forces on Idlib city,SOHR,1,Idlib town,Idlib city,Idlib governorate,Markaz Idlib district,35.930620,36.633930,POINT (36.63393 35.93062),181154,Syria,652,Middle East,1,1,2023-10-08 00:00:00.000,2023-10-08 00:00:00.000,0,0,4,0,4,4,4,652,
495163,SYR-2023-1-11973-406,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-08,Daily death toll | 18 persons killed on October 8 across Syria""",SOHR,2023-10-08,Daily death toll | 18 persons killed on October 8 across Syria,SOHR,4,Idlib governorate,Idlib province,Idlib governorate,,35.766667,36.666667,POINT (36.666667 35.766667),181154,Syria,652,Middle East,1,1,2023-10-08 00:00:00.000,2023-10-08 00:00:00.000,1,0,0,0,1,1,1,652,
495180,SYR-2023-1-11973-407,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-09,Hours after cautious calm | Russian fighter jets execute airstrikes on Kabana frontline and regime forces renew attacks on “Putin-Erdogan” area""",SOHR,2023-10-09,Hours after cautious calm | Russian fighter jets execute airstrikes on Kabana frontline and regime forces renew attacks on “Putin-Erdogan” area,SOHR,2,Kafr Nabl town,frontline of Kafar Nebl city in southern Idlib countryside,Idlib governorate,Maarat al-Numaan district,35.613964,36.560703,POINT (36.560703 35.613964),181154,Syria,652,Middle East,1,1,2023-10-09 00:00:00.000,2023-10-09 00:00:00.000,1,0,0,0,1,1,1,652,
495192,SYR-2023-1-11973-408,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-09,Military escalation | Regime soldier kil*led in shelling by Turkish forces on areas in Aleppo""",SOHR,2023-10-09,Military escalation | Regime soldier kil*led in shelling by Turkish forces on areas in Aleppo,SOHR,2,Maranaz village,"Om Al-Qora, Al-Bailoniya, Ain Dakna and Mara’anaz within areas in northern Aleppo countryside",Aleppo governorate,Mintaqat Azaz district,36.551056,37.018678,POINT (37.018678 36.551056),182595,Syria,652,Middle East,1,1,2023-10-09 00:00:00.000,2023-10-09 00:00:00.000,1,0,0,0,1,1,1,652,
495197,SYR-2023-1-11973-409,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-09,Security chaos | Gu*nmen kil*led while attempting to assas*sinate commander of local groups in Daraa""",SOHR,2023-10-09,Security chaos | Gu*nmen kil*led while attempting to assas*sinate commander of local groups in Daraa,SOHR,2,Dael town,road between Etman Town and Da’il City in the middle Daraa countryside,Daraa governorate,Markaz Daraa district,32.753900,36.130000,POINT (36.13 32.7539),176833,Syria,652,Middle East,1,1,2023-10-09 00:00:00.000,2023-10-09 00:00:00.000,0,2,0,0,2,2,2,652,
495201,SYR-2023-1-11973-410,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-09,Exchanged attacks | Regime soldier sh*ot de*ad in “Putin-Erdogan” area in Idlib countryside""",SOHR,2023-10-09,Exchanged attacks | Regime soldier sh*ot de*ad in “Putin-Erdogan” area in Idlib countryside,SOHR,2,Al Burayj village,Al-Barij frontline in southern Idlib countryside,Idlib governorate,Maarat al-Numaan district,35.636492,36.531386,POINT (36.531386 35.636492),181154,Syria,652,Middle East,1,1,2023-10-09 00:00:00.000,2023-10-09 00:00:00.000,1,0,0,0,1,1,1,652,
495203,SYR-2023-1-11973-411,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-09,Affected by injuries | Young man kil*led in artillery shelling on Jisr Al-Shughour City in Idlib""",SOHR,2023-10-09,Affected by injuries | Young man kil*led in artillery shelling on Jisr Al-Shughour City in Idlib,SOHR,1,Jisr ash Shughur town,Jisr Al-Shughour City in western Idlib countryside,Idlib governorate,Jisr ash Shughur district,35.814260,36.320620,POINT (36.32062 35.81426),181153,Syria,652,Middle East,1,1,2023-10-09 00:00:00.000,2023-10-09 00:00:00.000,0,0,1,0,1,1,1,652,
495226,SYR-2023-1-11973-412,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-10,“Putin-Erdogan” area | Factions of “Al-Fath Al-Mubin” kill regime soldier in eastern countryside of Idlib""",SOHR,2023-10-10,“Putin-Erdogan” area | Factions of “Al-Fath Al-Mubin” kill regime soldier in eastern countryside of Idlib,SOHR,2,Kafr Mus village,frontline of Kafarmous in the eastern countryside of Idlib,Idlib governorate,Maarat al-Numaan district,35.573760,36.466190,POINT (36.46619 35.57376),181153,Syria,652,Middle East,1,1,2023-10-10 00:00:00.000,2023-10-10 00:00:00.000,1,0,0,0,1,1,1,652,
495234,SYR-2023-1-11973-414,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-12,Latakia | Regime officer killed in rocket strike on Kasab city""",SOHR,2023-10-12,Latakia | Regime officer killed in rocket strike on Kasab city,SOHR,1,Kassab village,Kasab city in Latakia countryside,Latakia governorate,Latakia district,35.926378,35.987810,POINT (35.98781 35.926378),181152,Syria,652,Middle East,1,1,2023-10-12 00:00:00.000,2023-10-12 00:00:00.000,1,0,0,0,1,1,1,652,
495237,SYR-2023-1-11973-415,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-12,Military escalation | Civilian kil*led in artillery shelling by regime forces on Aleppo""",SOHR,2023-10-12,Military escalation | Civilian kil*led in artillery shelling by regime forces on Aleppo,SOHR,1,Kafr Amma village,Kafr Amma Town in western Aleppo countryside,Aleppo governorate,Atarib district,36.140941,36.873540,POINT (36.87354 36.140941),181874,Syria,652,Middle East,1,1,2023-10-12 00:00:00.000,2023-10-12 00:00:00.000,0,0,1,0,1,1,1,652,
495239,SYR-2023-1-11973-416,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-13,Military escalation | Three members of HTS and regime soldier killed in exchange of fire in southern Idlib countryside""",SOHR,2023-10-13,Military escalation | Three members of HTS and regime soldier killed in exchange of fire in southern Idlib countryside,SOHR,2,Jabal az Zawiyah area,Jabal Al-Zawiyah in southern Idlib countryside,Idlib governorate,Ariha district,35.709341,36.507452,POINT (36.507452 35.709341),181154,Syria,652,Middle East,1,1,2023-10-13 00:00:00.000,2023-10-13 00:00:00.000,0,3,0,0,3,3,3,652,
495240,SYR-2023-1-11973-417,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-13,Military escalation | Three members of HTS and regime soldier killed in exchange of fire in southern Idlib countryside""",SOHR,2023-10-13,Military escalation | Three members of HTS and regime soldier killed in exchange of fire in southern Idlib countryside,SOHR,2,Kafr Battikh town,frontline of Kafar Batekh in south-eastern Idlib countryside,Idlib governorate,Markaz Idlib district,35.781910,36.722030,POINT (36.72203 35.78191),181154,Syria,652,Middle East,1,1,2023-10-13 00:00:00.000,2023-10-13 00:00:00.000,1,0,0,0,1,1,1,652,
495241,SYR-2023-1-11973-418,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-13,Military escalation | Two regime soldiers kil*led and one injured on Al-Malaja frontline while regime forces shell Aleppo and Idlib""",SOHR,2023-10-13,Military escalation | Two regime soldiers kil*led and one injured on Al-Malaja frontline while regime forces shell Aleppo and Idlib,SOHR,2,Mallajah village,Al-Malaja frontline in Idlib countryside,Idlib governorate,Maarat al-Numaan district,35.592090,36.494740,POINT (36.49474 35.59209),181153,Syria,652,Middle East,1,1,2023-10-13 00:00:00.000,2023-10-13 00:00:00.000,2,0,0,0,2,2,2,652,
495243,SYR-2023-1-11973-419,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-14,Aleppo | Regime soldier killed in ground Turkish bombardment on positions in northern countryside""",SOHR,2023-10-14,Aleppo | Regime soldier killed in ground Turkish bombardment on positions in northern countryside,SOHR,1,Ash Shaykh Isa village,Al-Sheikh Eissa village in the northern countryside of Aleppo,Aleppo governorate,Mintaqat Azaz district,36.479023,37.145742,POINT (37.145742 36.479023),181875,Syria,652,Middle East,1,1,2023-10-13 00:00:00.000,2023-10-13 00:00:00.000,1,0,0,0,1,1,1,652,
495248,SYR-2023-1-11973-420,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-14,Two regime soldiers kil*led | Regime forces and H*T*S exchange ground shelling on frontlines of “Putin-Erdogan” area""",SOHR,2023-10-14,Two regime soldiers kil*led | Regime forces and H*T*S exchange ground shelling on frontlines of “Putin-Erdogan” area,SOHR,2,Regiment 46 army base,46th Regiment in western Aleppo countryside,Aleppo governorate,Atarib district,36.121944,36.888888,POINT (36.8888888889 36.1219444444),181874,Syria,652,Middle East,1,1,2023-10-14 00:00:00.000,2023-10-14 00:00:00.000,1,0,0,0,1,1,1,652,
495249,SYR-2023-1-11973-421,2023,true,Clear,1,299,299,Syria: Government,11973,11973,Government of Syria - Syrian insurgents,118,118,Government of Syria,4456,4456,Syrian insurgents,1,"""SOHR,2023-10-14,Two regime soldiers kil*led | Regime forces and H*T*S exchange ground shelling on frontlines of “Putin-Erdogan” area""",SOHR,2023-10-14,Two regime soldiers kil*led | Regime forces and H*T*S exchange ground shelling on frontlines of “Putin-Erdogan” area,SOHR,5,Sahl al Ghab plain,frontline of Sahl Al-Ghab in Hama countryside,Hamah governorate,As Suqaylibiyah district,35.630000,36.350000,POINT (36.35 35.63),181153,Syria,652,Middle East,1,1,2023-10-14 00:00:00.000,2023-10-14 00:00:00.000,1,0,0,0,1,1,1,652,
